x	y	z	v_x	v_y	v_z	t
0.00000	249.99372	0.00000	0.00000	-0.00096	0.00000	13.02000
0.00000	249.99371	0.00000	0.00000	-0.00097	0.00000	13.03000
0.00000	249.99370	0.00000	0.00000	-0.00097	0.00000	13.04000
0.00000	249.99369	0.00000	0.00000	-0.00097	0.00000	13.05000
0.00000	249.99368	0.00000	0.00000	-0.00097	0.00000	13.06000
0.00000	249.99368	0.00000	0.00000	-0.00097	0.00000	13.07000
0.00000	249.99367	0.00000	0.00000	-0.00097	0.00000	13.08000
0.00000	249.99366	0.00000	0.00000	-0.00097	0.00000	13.09000
0.00000	249.99365	0.00000	0.00000	-0.00097	0.00000	13.10000
0.00000	249.99364	0.00000	0.00000	-0.00097	0.00000	13.11000
0.00000	249.99363	0.00000	0.00000	-0.00097	0.00000	13.12000
0.00000	249.99362	0.00000	0.00000	-0.00097	0.00000	13.13000
0.00000	249.99361	0.00000	0.00000	-0.00097	0.00000	13.14000
0.00000	249.99360	0.00000	0.00000	-0.00097	0.00000	13.15000
0.00000	249.99359	0.00000	0.00000	-0.00098	0.00000	13.16000
0.00000	249.99358	0.00000	0.00000	-0.00098	0.00000	13.17000
0.00000	249.99357	0.00000	0.00000	-0.00098	0.00000	13.18000
0.00000	249.99356	0.00000	0.00000	-0.00098	0.00000	13.19000
0.00000	249.99355	0.00000	0.00000	-0.00098	0.00000	13.20000
0.00000	249.99354	0.00000	0.00000	-0.00098	0.00000	13.21000
0.00000	249.99353	0.00000	0.00000	-0.00098	0.00000	13.22000
0.00000	249.99352	0.00000	0.00000	-0.00098	0.00000	13.23000
0.00000	249.99351	0.00000	0.00000	-0.00098	0.00000	13.24000
0.00000	249.99350	0.00000	0.00000	-0.00098	0.00000	13.25000
0.00000	249.99349	0.00000	0.00000	-0.00098	0.00000	13.26000
0.00000	249.99348	0.00000	0.00000	-0.00098	0.00000	13.27000
0.00000	249.99347	0.00000	0.00000	-0.00098	0.00000	13.28000
0.00000	249.99346	0.00000	0.00000	-0.00098	0.00000	13.29000
0.00000	249.99345	0.00000	0.00000	-0.00099	0.00000	13.30000
0.00000	249.99344	0.00000	0.00000	-0.00099	0.00000	13.31000
0.00000	249.99343	0.00000	0.00000	-0.00099	0.00000	13.32000
0.00000	249.99342	0.00000	0.00000	-0.00099	0.00000	13.33000
0.00000	249.99341	0.00000	0.00000	-0.00099	0.00000	13.34000
0.00000	249.99340	0.00000	0.00000	-0.00099	0.00000	13.35000
0.00000	249.99339	0.00000	0.00000	-0.00099	0.00000	13.36000
0.00000	249.99338	0.00000	0.00000	-0.00099	0.00000	13.37000
0.00000	249.99337	0.00000	0.00000	-0.00099	0.00000	13.38000
0.00000	249.99336	0.00000	0.00000	-0.00099	0.00000	13.39000
0.00000	249.99335	0.00000	0.00000	-0.00099	0.00000	13.40000
0.00000	249.99334	0.00000	0.00000	-0.00099	0.00000	13.41000
0.00000	249.99333	0.00000	0.00000	-0.00099	0.00000	13.42000
0.00000	249.99332	0.00000	0.00000	-0.00100	0.00000	13.43000
0.00000	249.99331	0.00000	0.00000	-0.00100	0.00000	13.44000
0.00000	249.99330	0.00000	0.00000	-0.00100	0.00000	13.45000
0.00000	249.99329	0.00000	0.00000	-0.00100	0.00000	13.46000
0.00000	249.99328	0.00000	0.00000	-0.00100	0.00000	13.47000
0.00000	249.99327	0.00000	0.00000	-0.00100	0.00000	13.48000
0.00000	249.99326	0.00000	0.00000	-0.00100	0.00000	13.49000
0.00000	249.99325	0.00000	0.00000	-0.00100	0.00000	13.50000
0.00000	249.99324	0.00000	0.00000	-0.00100	0.00000	13.51000
0.00000	249.99323	0.00000	0.00000	-0.00100	0.00000	13.52000
0.00000	249.99322	0.00000	0.00000	-0.00100	0.00000	13.53000
0.00000	249.99321	0.00000	0.00000	-0.00100	0.00000	13.54000
0.00000	249.99320	0.00000	0.00000	-0.00100	0.00000	13.55000
0.00000	249.99319	0.00000	0.00000	-0.00100	0.00000	13.56000
0.00000	249.99318	0.00000	0.00000	-0.00101	0.00000	13.57000
0.00000	249.99317	0.00000	0.00000	-0.00101	0.00000	13.58000
0.00000	249.99316	0.00000	0.00000	-0.00101	0.00000	13.59000
0.00000	249.99315	0.00000	0.00000	-0.00101	0.00000	13.60000
0.00000	249.99314	0.00000	0.00000	-0.00101	0.00000	13.61000
0.00000	249.99313	0.00000	0.00000	-0.00101	0.00000	13.62000
0.00000	249.99312	0.00000	0.00000	-0.00101	0.00000	13.63000
0.00000	249.99311	0.00000	0.00000	-0.00101	0.00000	13.64000
0.00000	249.99310	0.00000	0.00000	-0.00101	0.00000	13.65000
0.00000	249.99309	0.00000	0.00000	-0.00101	0.00000	13.66000
0.00000	249.99308	0.00000	0.00000	-0.00101	0.00000	13.67000
0.00000	249.99307	0.00000	0.00000	-0.00101	0.00000	13.68000
0.00000	249.99306	0.00000	0.00000	-0.00101	0.00000	13.69000
0.00000	249.99305	0.00000	0.00000	-0.00102	0.00000	13.70000
0.00000	249.99304	0.00000	0.00000	-0.00102	0.00000	13.71000
0.00000	249.99303	0.00000	0.00000	-0.00102	0.00000	13.72000
0.00000	249.99302	0.00000	0.00000	-0.00102	0.00000	13.73000
0.00000	249.99301	0.00000	0.00000	-0.00102	0.00000	13.74000
0.00000	249.99300	0.00000	0.00000	-0.00102	0.00000	13.75000
0.00000	249.99299	0.00000	0.00000	-0.00102	0.00000	13.76000
0.00000	249.99298	0.00000	0.00000	-0.00102	0.00000	13.77000
0.00000	249.99297	0.00000	0.00000	-0.00102	0.00000	13.78000
0.00000	249.99296	0.00000	0.00000	-0.00102	0.00000	13.79000
0.00000	249.99295	0.00000	0.00000	-0.00102	0.00000	13.80000
0.00000	249.99294	0.00000	0.00000	-0.00102	0.00000	13.81000
0.00000	249.99293	0.00000	0.00000	-0.00102	0.00000	13.82000
0.00000	249.99292	0.00000	0.00000	-0.00102	0.00000	13.83000
0.00000	249.99291	0.00000	0.00000	-0.00103	0.00000	13.84000
0.00000	249.99290	0.00000	0.00000	-0.00103	0.00000	13.85000
0.00000	249.99289	0.00000	0.00000	-0.00103	0.00000	13.86000
0.00000	249.99288	0.00000	0.00000	-0.00103	0.00000	13.87000
0.00000	249.99287	0.00000	0.00000	-0.00103	0.00000	13.88000
0.00000	249.99286	0.00000	0.00000	-0.00103	0.00000	13.89000
0.00000	249.99285	0.00000	0.00000	-0.00103	0.00000	13.90000
0.00000	249.99284	0.00000	0.00000	-0.00103	0.00000	13.91000
0.00000	249.99283	0.00000	0.00000	-0.00103	0.00000	13.92000
0.00000	249.99282	0.00000	0.00000	-0.00103	0.00000	13.93000
0.00000	249.99280	0.00000	0.00000	-0.00103	0.00000	13.94000
0.00000	249.99279	0.00000	0.00000	-0.00103	0.00000	13.95000
0.00000	249.99278	0.00000	0.00000	-0.00103	0.00000	13.96000
0.00000	249.99277	0.00000	0.00000	-0.00104	0.00000	13.97000
0.00000	249.99276	0.00000	0.00000	-0.00104	0.00000	13.98000
0.00000	249.99275	0.00000	0.00000	-0.00104	0.00000	13.99000
0.00000	249.99274	0.00000	0.00000	-0.00104	0.00000	14.00000
0.00000	249.99273	0.00000	0.00000	-0.00104	0.00000	14.01000
0.00000	249.99272	0.00000	0.00000	-0.00104	0.00000	14.02000
0.00000	249.99271	0.00000	0.00000	-0.00104	0.00000	14.03000
0.00000	249.99270	0.00000	0.00000	-0.00104	0.00000	14.04000
0.00000	249.99269	0.00000	0.00000	-0.00104	0.00000	14.05000
0.00000	249.99268	0.00000	0.00000	-0.00104	0.00000	14.06000
0.00000	249.99267	0.00000	0.00000	-0.00104	0.00000	14.07000
0.00000	249.99266	0.00000	0.00000	-0.00104	0.00000	14.08000
0.00000	249.99265	0.00000	0.00000	-0.00104	0.00000	14.09000
0.00000	249.99264	0.00000	0.00000	-0.00104	0.00000	14.10000
0.00000	249.99263	0.00000	0.00000	-0.00105	0.00000	14.11000
0.00000	249.99262	0.00000	0.00000	-0.00105	0.00000	14.12000
0.00000	249.99261	0.00000	0.00000	-0.00105	0.00000	14.13000
0.00000	249.99260	0.00000	0.00000	-0.00105	0.00000	14.14000
0.00000	249.99259	0.00000	0.00000	-0.00105	0.00000	14.15000
0.00000	249.99258	0.00000	0.00000	-0.00105	0.00000	14.16000
0.00000	249.99257	0.00000	0.00000	-0.00105	0.00000	14.17000
0.00000	249.99255	0.00000	0.00000	-0.00105	0.00000	14.18000
0.00000	249.99254	0.00000	0.00000	-0.00105	0.00000	14.19000
0.00000	249.99253	0.00000	0.00000	-0.00105	0.00000	14.20000
0.00000	249.99252	0.00000	0.00000	-0.00105	0.00000	14.21000
0.00000	249.99251	0.00000	0.00000	-0.00105	0.00000	14.22000
0.00000	249.99250	0.00000	0.00000	-0.00105	0.00000	14.23000
0.00000	249.99249	0.00000	0.00000	-0.00106	0.00000	14.24000
0.00000	249.99248	0.00000	0.00000	-0.00106	0.00000	14.25000
0.00000	249.99247	0.00000	0.00000	-0.00106	0.00000	14.26000
0.00000	249.99246	0.00000	0.00000	-0.00106	0.00000	14.27000
0.00000	249.99245	0.00000	0.00000	-0.00106	0.00000	14.28000
0.00000	249.99244	0.00000	0.00000	-0.00106	0.00000	14.29000
0.00000	249.99243	0.00000	0.00000	-0.00106	0.00000	14.30000
0.00000	249.99242	0.00000	0.00000	-0.00106	0.00000	14.31000
0.00000	249.99241	0.00000	0.00000	-0.00106	0.00000	14.32000
0.00000	249.99240	0.00000	0.00000	-0.00106	0.00000	14.33000
0.00000	249.99239	0.00000	0.00000	-0.00106	0.00000	14.34000
0.00000	249.99238	0.00000	0.00000	-0.00106	0.00000	14.35000
0.00000	249.99236	0.00000	0.00000	-0.00106	0.00000	14.36000
0.00000	249.99235	0.00000	0.00000	-0.00106	0.00000	14.37000
0.00000	249.99234	0.00000	0.00000	-0.00107	0.00000	14.38000
0.00000	249.99233	0.00000	0.00000	-0.00107	0.00000	14.39000
0.00000	249.99232	0.00000	0.00000	-0.00107	0.00000	14.40000
0.00000	249.99231	0.00000	0.00000	-0.00107	0.00000	14.41000
0.00000	249.99230	0.00000	0.00000	-0.00107	0.00000	14.42000
0.00000	249.99229	0.00000	0.00000	-0.00107	0.00000	14.43000
0.00000	249.99228	0.00000	0.00000	-0.00107	0.00000	14.44000
0.00000	249.99227	0.00000	0.00000	-0.00107	0.00000	14.45000
0.00000	249.99226	0.00000	0.00000	-0.00107	0.00000	14.46000
0.00000	249.99225	0.00000	0.00000	-0.00107	0.00000	14.47000
0.00000	249.99224	0.00000	0.00000	-0.00107	0.00000	14.48000
0.00000	249.99223	0.00000	0.00000	-0.00107	0.00000	14.49000
0.00000	249.99221	0.00000	0.00000	-0.00107	0.00000	14.50000
0.00000	249.99220	0.00000	0.00000	-0.00108	0.00000	14.51000
0.00000	249.99219	0.00000	0.00000	-0.00108	0.00000	14.52000
0.00000	249.99218	0.00000	0.00000	-0.00108	0.00000	14.53000
0.00000	249.99217	0.00000	0.00000	-0.00108	0.00000	14.54000
0.00000	249.99216	0.00000	0.00000	-0.00108	0.00000	14.55000
0.00000	249.99215	0.00000	0.00000	-0.00108	0.00000	14.56000
0.00000	249.99214	0.00000	0.00000	-0.00108	0.00000	14.57000
0.00000	249.99213	0.00000	0.00000	-0.00108	0.00000	14.58000
0.00000	249.99212	0.00000	0.00000	-0.00108	0.00000	14.59000
0.00000	249.99211	0.00000	0.00000	-0.00108	0.00000	14.60000
0.00000	249.99210	0.00000	0.00000	-0.00108	0.00000	14.61000
0.00000	249.99209	0.00000	0.00000	-0.00108	0.00000	14.62000
0.00000	249.99207	0.00000	0.00000	-0.00108	0.00000	14.63000
0.00000	249.99206	0.00000	0.00000	-0.00108	0.00000	14.64000
0.00000	249.99205	0.00000	0.00000	-0.00109	0.00000	14.65000
0.00000	249.99204	0.00000	0.00000	-0.00109	0.00000	14.66000
0.00000	249.99203	0.00000	0.00000	-0.00109	0.00000	14.67000
0.00000	249.99202	0.00000	0.00000	-0.00109	0.00000	14.68000
0.00000	249.99201	0.00000	0.00000	-0.00109	0.00000	14.69000
0.00000	249.99200	0.00000	0.00000	-0.00109	0.00000	14.70000
0.00000	249.99199	0.00000	0.00000	-0.00109	0.00000	14.71000
0.00000	249.99198	0.00000	0.00000	-0.00109	0.00000	14.72000
0.00000	249.99197	0.00000	0.00000	-0.00109	0.00000	14.73000
0.00000	249.99195	0.00000	0.00000	-0.00109	0.00000	14.74000
0.00000	249.99194	0.00000	0.00000	-0.00109	0.00000	14.75000
0.00000	249.99193	0.00000	0.00000	-0.00109	0.00000	14.76000
0.00000	249.99192	0.00000	0.00000	-0.00109	0.00000	14.77000
0.00000	249.99191	0.00000	0.00000	-0.00110	0.00000	14.78000
0.00000	249.99190	0.00000	0.00000	-0.00110	0.00000	14.79000
0.00000	249.99189	0.00000	0.00000	-0.00110	0.00000	14.80000
0.00000	249.99188	0.00000	0.00000	-0.00110	0.00000	14.81000
0.00000	249.99187	0.00000	0.00000	-0.00110	0.00000	14.82000
0.00000	249.99186	0.00000	0.00000	-0.00110	0.00000	14.83000
0.00000	249.99185	0.00000	0.00000	-0.00110	0.00000	14.84000
0.00000	249.99183	0.00000	0.00000	-0.00110	0.00000	14.85000
0.00000	249.99182	0.00000	0.00000	-0.00110	0.00000	14.86000
0.00000	249.99181	0.00000	0.00000	-0.00110	0.00000	14.87000
0.00000	249.99180	0.00000	0.00000	-0.00110	0.00000	14.88000
0.00000	249.99179	0.00000	0.00000	-0.00110	0.00000	14.89000
0.00000	249.99178	0.00000	0.00000	-0.00110	0.00000	14.90000
0.00000	249.99177	0.00000	0.00000	-0.00110	0.00000	14.91000
0.00000	249.99176	0.00000	0.00000	-0.00111	0.00000	14.92000
0.00000	249.99175	0.00000	0.00000	-0.00111	0.00000	14.93000
0.00000	249.99174	0.00000	0.00000	-0.00111	0.00000	14.94000
0.00000	249.99172	0.00000	0.00000	-0.00111	0.00000	14.95000
0.00000	249.99171	0.00000	0.00000	-0.00111	0.00000	14.96000
0.00000	249.99170	0.00000	0.00000	-0.00111	0.00000	14.97000
0.00000	249.99169	0.00000	0.00000	-0.00111	0.00000	14.98000
0.00000	249.99168	0.00000	0.00000	-0.00111	0.00000	14.99000
0.00000	249.99167	0.00000	0.00000	-0.00111	0.00000	15.00000
0.00000	249.99166	0.00000	0.00000	-0.00111	0.00000	15.01000
0.00000	249.99165	0.00000	0.00000	-0.00111	0.00000	15.02000
0.00000	249.99164	0.00000	0.00000	-0.00111	0.00000	15.03000
0.00000	249.99162	0.00000	0.00000	-0.00111	0.00000	15.04000
0.00000	249.99161	0.00000	0.00000	-0.00112	0.00000	15.05000
0.00000	249.99160	0.00000	0.00000	-0.00112	0.00000	15.06000
0.00000	249.99159	0.00000	0.00000	-0.00112	0.00000	15.07000
0.00000	249.99158	0.00000	0.00000	-0.00112	0.00000	15.08000
0.00000	249.99157	0.00000	0.00000	-0.00112	0.00000	15.09000
0.00000	249.99156	0.00000	0.00000	-0.00112	0.00000	15.10000
0.00000	249.99155	0.00000	0.00000	-0.00112	0.00000	15.11000
0.00000	249.99153	0.00000	0.00000	-0.00112	0.00000	15.12000
0.00000	249.99152	0.00000	0.00000	-0.00112	0.00000	15.13000
0.00000	249.99151	0.00000	0.00000	-0.00112	0.00000	15.14000
0.00000	249.99150	0.00000	0.00000	-0.00112	0.00000	15.15000
0.00000	249.99149	0.00000	0.00000	-0.00112	0.00000	15.16000
0.00000	249.99148	0.00000	0.00000	-0.00112	0.00000	15.17000
0.00000	249.99147	0.00000	0.00000	-0.00112	0.00000	15.18000
0.00000	249.99146	0.00000	0.00000	-0.00113	0.00000	15.19000
0.00000	249.99144	0.00000	0.00000	-0.00113	0.00000	15.20000
0.00000	249.99143	0.00000	0.00000	-0.00113	0.00000	15.21000
0.00000	249.99142	0.00000	0.00000	-0.00113	0.00000	15.22000
0.00000	249.99141	0.00000	0.00000	-0.00113	0.00000	15.23000
0.00000	249.99140	0.00000	0.00000	-0.00113	0.00000	15.24000
0.00000	249.99139	0.00000	0.00000	-0.00113	0.00000	15.25000
0.00000	249.99138	0.00000	0.00000	-0.00113	0.00000	15.26000
0.00000	249.99137	0.00000	0.00000	-0.00113	0.00000	15.27000
0.00000	249.99135	0.00000	0.00000	-0.00113	0.00000	15.28000
0.00000	249.99134	0.00000	0.00000	-0.00113	0.00000	15.29000
0.00000	249.99133	0.00000	0.00000	-0.00113	0.00000	15.30000
0.00000	249.99132	0.00000	0.00000	-0.00113	0.00000	15.31000
0.00000	249.99131	0.00000	0.00000	-0.00114	0.00000	15.32000
0.00000	249.99130	0.00000	0.00000	-0.00114	0.00000	15.33000
0.00000	249.99129	0.00000	0.00000	-0.00114	0.00000	15.34000
0.00000	249.99128	0.00000	0.00000	-0.00114	0.00000	15.35000
0.00000	249.99126	0.00000	0.00000	-0.00114	0.00000	15.36000
0.00000	249.99125	0.00000	0.00000	-0.00114	0.00000	15.37000
0.00000	249.99124	0.00000	0.00000	-0.00114	0.00000	15.38000
0.00000	249.99123	0.00000	0.00000	-0.00114	0.00000	15.39000
0.00000	249.99122	0.00000	0.00000	-0.00114	0.00000	15.40000
0.00000	249.99121	0.00000	0.00000	-0.00114	0.00000	15.41000
0.00000	249.99120	0.00000	0.00000	-0.00114	0.00000	15.42000
0.00000	249.99118	0.00000	0.00000	-0.00114	0.00000	15.43000
0.00000	249.99117	0.00000	0.00000	-0.00114	0.00000	15.44000
0.00000	249.99116	0.00000	0.00000	-0.00114	0.00000	15.45000
0.00000	249.99115	0.00000	0.00000	-0.00115	0.00000	15.46000
0.00000	249.99114	0.00000	0.00000	-0.00115	0.00000	15.47000
0.00000	249.99113	0.00000	0.00000	-0.00115	0.00000	15.48000
0.00000	249.99112	0.00000	0.00000	-0.00115	0.00000	15.49000
0.00000	249.99110	0.00000	0.00000	-0.00115	0.00000	15.50000
0.00000	249.99109	0.00000	0.00000	-0.00115	0.00000	15.51000
0.00000	249.99108	0.00000	0.00000	-0.00115	0.00000	15.52000
0.00000	249.99107	0.00000	0.00000	-0.00115	0.00000	15.53000
0.00000	249.99106	0.00000	0.00000	-0.00115	0.00000	15.54000
0.00000	249.99105	0.00000	0.00000	-0.00115	0.00000	15.55000
0.00000	249.99103	0.00000	0.00000	-0.00115	0.00000	15.56000
0.00000	249.99102	0.00000	0.00000	-0.00115	0.00000	15.57000
0.00000	249.99101	0.00000	0.00000	-0.00115	0.00000	15.58000
0.00000	249.99100	0.00000	0.00000	-0.00116	0.00000	15.59000
0.00000	249.99099	0.00000	0.00000	-0.00116	0.00000	15.60000
0.00000	249.99098	0.00000	0.00000	-0.00116	0.00000	15.61000
0.00000	249.99097	0.00000	0.00000	-0.00116	0.00000	15.62000
0.00000	249.99095	0.00000	0.00000	-0.00116	0.00000	15.63000
0.00000	249.99094	0.00000	0.00000	-0.00116	0.00000	15.64000
0.00000	249.99093	0.00000	0.00000	-0.00116	0.00000	15.65000
0.00000	249.99092	0.00000	0.00000	-0.00116	0.00000	15.66000
0.00000	249.99091	0.00000	0.00000	-0.00116	0.00000	15.67000
0.00000	249.99090	0.00000	0.00000	-0.00116	0.00000	15.68000
0.00000	249.99088	0.00000	0.00000	-0.00116	0.00000	15.69000
0.00000	249.99087	0.00000	0.00000	-0.00116	0.00000	15.70000
0.00000	249.99086	0.00000	0.00000	-0.00116	0.00000	15.71000
0.00000	249.99085	0.00000	0.00000	-0.00116	0.00000	15.72000
0.00000	249.99084	0.00000	0.00000	-0.00117	0.00000	15.73000
0.00000	249.99083	0.00000	0.00000	-0.00117	0.00000	15.74000
0.00000	249.99081	0.00000	0.00000	-0.00117	0.00000	15.75000
0.00000	249.99080	0.00000	0.00000	-0.00117	0.00000	15.76000
0.00000	249.99079	0.00000	0.00000	-0.00117	0.00000	15.77000
0.00000	249.99078	0.00000	0.00000	-0.00117	0.00000	15.78000
0.00000	249.99077	0.00000	0.00000	-0.00117	0.00000	15.79000
0.00000	249.99076	0.00000	0.00000	-0.00117	0.00000	15.80000
0.00000	249.99074	0.00000	0.00000	-0.00117	0.00000	15.81000
0.00000	249.99073	0.00000	0.00000	-0.00117	0.00000	15.82000
0.00000	249.99072	0.00000	0.00000	-0.00117	0.00000	15.83000
0.00000	249.99071	0.00000	0.00000	-0.00117	0.00000	15.84000
0.00000	249.99070	0.00000	0.00000	-0.00117	0.00000	15.85000
0.00000	249.99069	0.00000	0.00000	-0.00118	0.00000	15.86000
0.00000	249.99067	0.00000	0.00000	-0.00118	0.00000	15.87000
0.00000	249.99066	0.00000	0.00000	-0.00118	0.00000	15.88000
0.00000	249.99065	0.00000	0.00000	-0.00118	0.00000	15.89000
0.00000	249.99064	0.00000	0.00000	-0.00118	0.00000	15.90000
0.00000	249.99063	0.00000	0.00000	-0.00118	0.00000	15.91000
0.00000	249.99061	0.00000	0.00000	-0.00118	0.00000	15.92000
0.00000	249.99060	0.00000	0.00000	-0.00118	0.00000	15.93000
0.00000	249.99059	0.00000	0.00000	-0.00118	0.00000	15.94000
0.00000	249.99058	0.00000	0.00000	-0.00118	0.00000	15.95000
0.00000	249.99057	0.00000	0.00000	-0.00118	0.00000	15.96000
0.00000	249.99056	0.00000	0.00000	-0.00118	0.00000	15.97000
0.00000	249.99054	0.00000	0.00000	-0.00118	0.00000	15.98000
0.00000	249.99053	0.00000	0.00000	-0.00118	0.00000	15.99000
0.00000	249.99052	0.00000	0.00000	-0.00119	0.00000	16.00000
0.00000	249.99051	0.00000	0.00000	-0.00119	0.00000	16.01000
0.00000	249.99050	0.00000	0.00000	-0.00119	0.00000	16.02000
0.00000	249.99048	0.00000	0.00000	-0.00119	0.00000	16.03000
0.00000	249.99047	0.00000	0.00000	-0.00119	0.00000	16.04000
0.00000	249.99046	0.00000	0.00000	-0.00119	0.00000	16.05000
0.00000	249.99045	0.00000	0.00000	-0.00119	0.00000	16.06000
0.00000	249.99044	0.00000	0.00000	-0.00119	0.00000	16.07000
0.00000	249.99043	0.00000	0.00000	-0.00119	0.00000	16.08000
0.00000	249.99041	0.00000	0.00000	-0.00119	0.00000	16.09000
0.00000	249.99040	0.00000	0.00000	-0.00119	0.00000	16.10000
0.00000	249.99039	0.00000	0.00000	-0.00119	0.00000	16.11000
0.00000	249.99038	0.00000	0.00000	-0.00119	0.00000	16.12000
0.00000	249.99037	0.00000	0.00000	-0.00120	0.00000	16.13000
0.00000	249.99035	0.00000	0.00000	-0.00120	0.00000	16.14000
0.00000	249.99034	0.00000	0.00000	-0.00120	0.00000	16.15000
0.00000	249.99033	0.00000	0.00000	-0.00120	0.00000	16.16000
0.00000	249.99032	0.00000	0.00000	-0.00120	0.00000	16.17000
0.00000	249.99031	0.00000	0.00000	-0.00120	0.00000	16.18000
0.00000	249.99029	0.00000	0.00000	-0.00120	0.00000	16.19000
0.00000	249.99028	0.00000	0.00000	-0.00120	0.00000	16.20000
0.00000	249.99027	0.00000	0.00000	-0.00120	0.00000	16.21000
0.00000	249.99026	0.00000	0.00000	-0.00120	0.00000	16.22000
0.00000	249.99025	0.00000	0.00000	-0.00120	0.00000	16.23000
0.00000	249.99023	0.00000	0.00000	-0.00120	0.00000	16.24000
0.00000	249.99022	0.00000	0.00000	-0.00120	0.00000	16.25000
0.00000	249.99021	0.00000	0.00000	-0.00120	0.00000	16.26000
0.00000	249.99020	0.00000	0.00000	-0.00121	0.00000	16.27000
0.00000	249.99019	0.00000	0.00000	-0.00121	0.00000	16.28000
0.00000	249.99017	0.00000	0.00000	-0.00121	0.00000	16.29000
0.00000	249.99016	0.00000	0.00000	-0.00121	0.00000	16.30000
0.00000	249.99015	0.00000	0.00000	-0.00121	0.00000	16.31000
0.00000	249.99014	0.00000	0.00000	-0.00121	0.00000	16.32000
0.00000	249.99012	0.00000	0.00000	-0.00121	0.00000	16.33000
0.00000	249.99011	0.00000	0.00000	-0.00121	0.00000	16.34000
0.00000	249.99010	0.00000	0.00000	-0.00121	0.00000	16.35000
0.00000	249.99009	0.00000	0.00000	-0.00121	0.00000	16.36000
0.00000	249.99008	0.00000	0.00000	-0.00121	0.00000	16.37000
0.00000	249.99006	0.00000	0.00000	-0.00121	0.00000	16.38000
0.00000	249.99005	0.00000	0.00000	-0.00121	0.00000	16.39000
0.00000	249.99004	0.00000	0.00000	-0.00122	0.00000	16.40000
0.00000	249.99003	0.00000	0.00000	-0.00122	0.00000	16.41000
0.00000	249.99002	0.00000	0.00000	-0.00122	0.00000	16.42000
0.00000	249.99000	0.00000	0.00000	-0.00122	0.00000	16.43000
0.00000	249.98999	0.00000	0.00000	-0.00122	0.00000	16.44000
0.00000	249.98998	0.00000	0.00000	-0.00122	0.00000	16.45000
0.00000	249.98997	0.00000	0.00000	-0.00122	0.00000	16.46000
0.00000	249.98995	0.00000	0.00000	-0.00122	0.00000	16.47000
0.00000	249.98994	0.00000	0.00000	-0.00122	0.00000	16.48000
0.00000	249.98993	0.00000	0.00000	-0.00122	0.00000	16.49000
0.00000	249.98992	0.00000	0.00000	-0.00122	0.00000	16.50000
0.00000	249.98991	0.00000	0.00000	-0.00122	0.00000	16.51000
0.00000	249.98989	0.00000	0.00000	-0.00122	0.00000	16.52000
0.00000	249.98988	0.00000	0.00000	-0.00122	0.00000	16.53000
0.00000	249.98987	0.00000	0.00000	-0.00123	0.00000	16.54000
0.00000	249.98986	0.00000	0.00000	-0.00123	0.00000	16.55000
0.00000	249.98984	0.00000	0.00000	-0.00123	0.00000	16.56000
0.00000	249.98983	0.00000	0.00000	-0.00123	0.00000	16.57000
0.00000	249.98982	0.00000	0.00000	-0.00123	0.00000	16.58000
0.00000	249.98981	0.00000	0.00000	-0.00123	0.00000	16.59000
0.00000	249.98980	0.00000	0.00000	-0.00123	0.00000	16.60000
0.00000	249.98978	0.00000	0.00000	-0.00123	0.00000	16.61000
0.00000	249.98977	0.00000	0.00000	-0.00123	0.00000	16.62000
0.00000	249.98976	0.00000	0.00000	-0.00123	0.00000	16.63000
0.00000	249.98975	0.00000	0.00000	-0.00123	0.00000	16.64000
0.00000	249.98973	0.00000	0.00000	-0.00123	0.00000	16.65000
0.00000	249.98972	0.00000	0.00000	-0.00123	0.00000	16.66000
0.00000	249.98971	0.00000	0.00000	-0.00124	0.00000	16.67000
0.00000	249.98970	0.00000	0.00000	-0.00124	0.00000	16.68000
0.00000	249.98968	0.00000	0.00000	-0.00124	0.00000	16.69000
0.00000	249.98967	0.00000	0.00000	-0.00124	0.00000	16.70000
0.00000	249.98966	0.00000	0.00000	-0.00124	0.00000	16.71000
0.00000	249.98965	0.00000	0.00000	-0.00124	0.00000	16.72000
0.00000	249.98964	0.00000	0.00000	-0.00124	0.00000	16.73000
0.00000	249.98962	0.00000	0.00000	-0.00124	0.00000	16.74000
0.00000	249.98961	0.00000	0.00000	-0.00124	0.00000	16.75000
0.00000	249.98960	0.00000	0.00000	-0.00124	0.00000	16.76000
0.00000	249.98959	0.00000	0.00000	-0.00124	0.00000	16.77000
0.00000	249.98957	0.00000	0.00000	-0.00124	0.00000	16.78000
0.00000	249.98956	0.00000	0.00000	-0.00124	0.00000	16.79000
0.00000	249.98955	0.00000	0.00000	-0.00124	0.00000	16.80000
0.00000	249.98954	0.00000	0.00000	-0.00125	0.00000	16.81000
0.00000	249.98952	0.00000	0.00000	-0.00125	0.00000	16.82000
0.00000	249.98951	0.00000	0.00000	-0.00125	0.00000	16.83000
0.00000	249.98950	0.00000	0.00000	-0.00125	0.00000	16.84000
0.00000	249.98949	0.00000	0.00000	-0.00125	0.00000	16.85000
0.00000	249.98947	0.00000	0.00000	-0.00125	0.00000	16.86000
0.00000	249.98946	0.00000	0.00000	-0.00125	0.00000	16.87000
0.00000	249.98945	0.00000	0.00000	-0.00125	0.00000	16.88000
0.00000	249.98944	0.00000	0.00000	-0.00125	0.00000	16.89000
